OrthoGroup	Gene
OG0021918	AL1G52170
OG0013622	AL1G52180
OG0003143	AL1G52200
OG0002209	AL1G52210
OG0002207	AL1G52220
OG0013621	AL1G52230
OG0001663	AL1G52250
OG0013620	AL1G52260
OG0013619	AL1G52270
OG0013618	AL1G52280
OG0022522	AL1G52290
OG0013617	AL1G52300
OG0013616	AL1G52310
OG0000339	AL1G52330
OG0022412	AL1G52360
OG0013615	AL1G52370
OG0013614	AL1G52380
OG0000094	AL1G52390
OG0013613	AL1G52410
OG0013612	AL1G52420
OG0013611	AL1G52430
OG0013610	AL1G52440
OG0013609	AL1G52450
OG0013608	AL1G52460
OG0002207	AL1G52470
OG0000094	AL1G52480
OG0013607	AL1G52490
OG0013606	AL1G52500
OG0013605	AL1G52510
OG0021511	AL1G52550
OG0013604	AL1G52570
OG0013603	AL1G52580
OG0013602	AL1G52590
OG0013601	AL1G52610
OG0013600	AL1G52620
OG0001559	AL1G52630
OG0013599	AL1G52650
OG0021037	AL1G52660
OG0013598	AL1G52680
OG0013597	AL1G52700
OG0001558	AL1G52740
OG0000701	AL1G52750
OG0000701	AL1G52760
OG0000701	AL1G52780
OG0013596	AL1G52790
OG0013595	AL1G52800
OG0001557	AL1G52820
OG0013594	AL1G52830
OG0013593	AL1G52840
OG0013592	AL1G52860
OG0013591	AL1G52870
OG0013590	AL1G52900
OG0013589	AL1G52910
OG0003128	AL1G52920
OG0013588	AL1G53020
OG0013587	AL1G53030
OG0014512	AL1G53040
OG0014513	AL1G53050
OG0006989	AL1G53060
OG0002383	AL1G53070
OG0003497	AL1G53080
OG0002360	AL1G53090
OG0002334	AL1G53100
OG0014515	AL1G53110
OG0000043	AL1G53160
OG0011587	AL1G53180
OG0014516	AL1G53210
OG0014517	AL1G53230
OG0014518	AL1G53240
OG0014519	AL1G53260
OG0014521	AL1G53280
OG0014522	AL1G53290
OG0021153	AL1G53310
OG0014523	AL1G53320
OG0014524	AL1G53330
OG0014525	AL1G53340
OG0020525	AL1G53350
OG0014526	AL1G53370
OG0014527	AL1G53380
OG0001602	AL1G53390
OG0014528	AL1G53410
OG0014529	AL1G53420
OG0022510	AL1G53430
OG0014530	AL1G53440
OG0022470	AL1G53470
OG0020025	AL1G53490
OG0021155	AL1G53500
OG0021156	AL1G53520
OG0014531	AL1G53530
OG0014532	AL1G53540
OG0014533	AL1G53550
OG0002464	AL1G53560
OG0014534	AL1G53610
OG0000538	AL1G53630
OG0000538	AL1G53640
OG0000538	AL1G53650
OG0003212	AL1G53670
OG0003212	AL1G53690
OG0014535	AL1G53700
OG0014536	AL1G53710
OG0014537	AL1G53720
OG0022485	AL1G53730
OG0002245	AL1G53740
OG0014539	AL1G53750
OG0014540	AL1G53760
OG0022408	AL1G53780
OG0003213	AL1G53790
OG0002172	AL1G53820
OG0021159	AL1G53840
OG0003214	AL1G53850
OG0001801	AL1G53870
OG0014541	AL1G53880
OG0014542	AL1G53890
OG0022520	AL1G53930
OG0000619	AL1G53940
OG0021160	AL1G53960
OG0014543	AL1G53970
OG0002246	AL1G53980
OG0002246	AL1G53990
OG0000111	AL1G54020
OG0014544	AL1G54040
OG0014545	AL1G54050
OG0014546	AL1G54060
OG0014547	AL1G54070
OG0014548	AL1G54080
OG0014549	AL1G54090
OG0014550	AL1G54100
OG0014551	AL1G54110
OG0001567	AL1G54120
OG0000200	AL1G54130
OG0001678	AL1G54170
OG0021898	AL1G54180
OG0001567	AL1G54190
OG0020026	AL1G54200
OG0002001	AL1G54210
OG0000702	AL1G54220
OG0000702	AL1G54230
OG0020030	AL1G54240
OG0013855	AL1G54250
OG0013854	AL1G54260
OG0021847	AL1G54280
OG0021066	AL1G54300
OG0013853	AL1G54310
OG0001601	AL1G54320
OG0013852	AL1G54350
OG0000347	AL1G54370
OG0003280	AL1G54410
OG0000732	AL1G54420
OG0013851	AL1G54460
OG0013850	AL1G54480
OG0013849	AL1G54490
OG0013848	AL1G54500
OG0013847	AL1G54510
OG0022354	AL1G54520
OG0013845	AL1G54540
OG0022508	AL1G54560
OG0013844	AL1G54570
OG0013843	AL1G54580
OG0022455	AL1G54630
OG0013842	AL1G54650
OG0021705	AL1G54660
OG0013841	AL1G54670
OG0013840	AL1G54680
OG0013839	AL1G54690
OG0013838	AL1G54700
OG0013837	AL1G54720
OG0003154	AL1G54730
OG0013836	AL1G54740
OG0013835	AL1G54750
OG0000703	AL1G54760
OG0021065	AL1G54770
OG0022512	AL1G54780
OG0013834	AL1G54790
OG0001526	AL1G54800
OG0001525	AL1G54820
OG0001524	AL1G54830
OG0022435	AL1G54840
OG0021064	AL1G54860
OG0013833	AL1G54870
OG0013832	AL1G54880
OG0013831	AL1G54900
OG0013830	AL1G54910
OG0013829	AL1G54920
OG0013828	AL1G54930
OG0001523	AL1G54940
OG0013827	AL1G54950
OG0013826	AL1G54960
OG0001522	AL1G54970
OG0013825	AL1G54980
OG0013823	AL1G55010
OG0000347	AL1G55020
OG0013824	AL1G55030
OG0013822	AL1G55040
OG0013821	AL1G55050
OG0001520	AL1G55060
OG0001519	AL1G55070
OG0013820	AL1G55080
OG0013819	AL1G55100
OG0000079	AL1G55110
OG0013818	AL1G55130
OG0013817	AL1G55140
OG0021063	AL1G55150
OG0013816	AL1G55160
OG0013815	AL1G55180
OG0013814	AL1G55190
OG0013813	AL1G55200
OG0013812	AL1G55210
OG0013811	AL1G55220
OG0001518	AL1G55230
OG0000533	AL1G55250
OG0001566	AL1G55260
OG0013810	AL1G55270
OG0013809	AL1G55280
OG0000412	AL1G55290
OG0001565	AL1G55300
OG0013808	AL1G55310
OG0013807	AL1G55320
OG0015194	AL1G55330
OG0002272	AL1G55340
OG0000094	AL1G55350
OG0000094	AL1G55370
OG0001705	AL1G55392
OG0000094	AL1G55400
OG0019368	AL1G55410
OG0017140	AL1G55450
OG0003381	AL1G55470
OG0017141	AL1G55480
OG0017142	AL1G55490
OG0017143	AL1G55500
OG0017144	AL1G55510
OG0021460	AL1G55550
OG0000592	AL1G55560
OG0017145	AL1G55570
OG0017146	AL1G55580
OG0000017	AL1G55590
OG0000216	AL1G55600
OG0000292	AL1G55620
OG0000071	AL1G55630
OG0001330	AL1G55650
OG0017147	AL1G55660
OG0021461	AL1G55670
OG0017148	AL1G55680
OG0002353	AL1G55710
OG0002353	AL1G55720
OG0017149	AL1G55732
OG0017150	AL1G55750
OG0017151	AL1G55760
OG0017152	AL1G55770
OG0017153	AL1G55780
OG0017154	AL1G55790
OG0017155	AL1G55800
OG0021462	AL1G55820
OG0017156	AL1G55850
OG0017157	AL1G55860
OG0017158	AL1G55870
OG0022418	AL1G55880
OG0017159	AL1G55890
OG0017160	AL1G55910
OG0017161	AL1G55920
OG0017162	AL1G55930
OG0017163	AL1G55940
OG0021463	AL1G55950
OG0017164	AL1G55970
OG0017165	AL1G55980
OG0017166	AL1G55990
OG0001660	AL1G56000
OG0000257	AL1G56010
OG0003382	AL1G56020
OG0017167	AL1G56030
OG0017168	AL1G56040
OG0017169	AL1G56050
OG0017170	AL1G56060
OG0000431	AL1G56070
OG0000431	AL1G56080
OG0000431	AL1G56090
OG0000019	AL1G56110
OG0003576	AL1G56120
OG0012586	AL1G56140
OG0003075	AL1G56150
OG0002173	AL1G56180
OG0002174	AL1G56190
OG0000371	AL1G56200
OG0012849	AL1G56230
OG0003075	AL1G56240
OG0000138	AL1G56250
OG0002173	AL1G56260
OG0002174	AL1G56280
OG0012587	AL1G56290
OG0012588	AL1G56300
OG0012589	AL1G56310
OG0012590	AL1G56340
OG0000211	AL1G56350
OG0020931	AL1G56380
OG0020932	AL1G56410
OG0012591	AL1G56440
OG0000654	AL1G56450
OG0020934	AL1G56460
OG0020935	AL1G56470
OG0003076	AL1G56510
OG0000690	AL1G56520
OG0001297	AL1G56530
OG0001297	AL1G56540
OG0000690	AL1G56550
OG0012592	AL1G56560
OG0012593	AL1G56570
OG0012594	AL1G56580
OG0012595	AL1G56590
OG0012596	AL1G56610
OG0020936	AL1G56640
OG0000131	AL1G56660
OG0018306	AL1G56680
OG0018307	AL1G56690
OG0002481	AL1G56700
OG0021603	AL1G56710
OG0020914	AL1G56720
OG0008776	AL1G56730
OG0000131	AL1G56770
OG0020937	AL1G56780
OG0012597	AL1G56790
OG0012598	AL1G56810
OG0012599	AL1G56820
OG0012602	AL1G56860
OG0012603	AL1G56870
OG0012604	AL1G56880
OG0012605	AL1G56890
OG0020939	AL1G56900
OG0002175	AL1G56910
OG0012606	AL1G56930
OG0012607	AL1G56940
OG0001503	AL1G56950
OG0012608	AL1G56960
OG0012609	AL1G56970
OG0000038	AL1G56990
OG0012611	AL1G57010
OG0001504	AL1G57020
OG0012612	AL1G57030
OG0012613	AL1G57040
OG0000055	AL1G57050
OG0012614	AL1G57070
OG0012615	AL1G57080
OG0020655	AL1G57100
OG0000526	AL1G57110
OG0000526	AL1G57130
OG0000029	AL1G57140
OG0012616	AL1G57150
OG0012617	AL1G57160
OG0012618	AL1G57170
OG0012619	AL1G57180
OG0012620	AL1G57200
OG0012621	AL1G57210
OG0012622	AL1G57220
OG0003541	AL1G57230
OG0012623	AL1G57240
OG0021295	AL1G57250
OG0002027	AL1G57260
OG0012624	AL1G57280
OG0003077	AL1G57290
OG0003078	AL1G57300
OG0000000	AL1G57330
OG0000001	AL1G57340
OG0000003	AL1G57350
OG0012625	AL1G57380
OG0003079	AL1G57390
OG0022530	AL1G57400
OG0012626	AL1G57410
OG0012627	AL1G57420
OG0012628	AL1G57430
OG0012629	AL1G57440
OG0020940	AL1G57450
OG0001505	AL1G57460
OG0000173	AL1G57470
OG0000378	AL1G57480
OG0012630	AL1G57500
OG0012631	AL1G57510
OG0012632	AL1G57520
OG0012633	AL1G57530
OG0012634	AL1G57540
OG0021510	AL1G57550
OG0012635	AL1G57560
OG0019941	AL1G57570
OG0000092	AL1G57580
OG0012636	AL1G57590
OG0012637	AL1G57600
OG0012638	AL1G57610
OG0020765	AL1G57630
OG0012639	AL1G57650
OG0000691	AL1G57670
OG0000691	AL1G57740
OG0012640	AL1G57750
OG0012641	AL1G57780
OG0012642	AL1G57790
OG0012643	AL1G57800
OG0022534	AL1G57810
OG0012644	AL1G57820
OG0012645	AL1G57830
OG0012646	AL1G57840
OG0012647	AL1G57850
OG0012648	AL1G57870
OG0003923	AL1G57890
OG0019545	AL1G57910
OG0019546	AL1G57920
OG0019547	AL1G57930
OG0019548	AL1G57940
OG0001754	AL1G57950
OG0019549	AL1G57960
OG0003615	AL1G57970
OG0000131	AL1G57980
OG0021837	AL1G57990
OG0001753	AL1G58000
OG0001752	AL1G58010
OG0019550	AL1G58024
OG0019551	AL1G58040
OG0017741	AL1G58050
OG0017740	AL1G58060
OG0017739	AL1G58070
OG0017738	AL1G58080
OG0017737	AL1G58090
OG0017736	AL1G58100
OG0000164	AL1G58110
OG0017735	AL1G58130
OG0001716	AL1G58140
OG0017734	AL1G58160
OG0017733	AL1G58170
OG0002369	AL1G58180
OG0021547	AL1G58190
OG0002369	AL1G58200
OG0017732	AL1G58210
OG0017731	AL1G58220
OG0003425	AL1G58230
OG0017730	AL1G58240
OG0003008	AL1G58250
OG0017729	AL1G58260
OG0017728	AL1G58270
OG0017727	AL1G58280
OG0001383	AL1G58290
OG0017726	AL1G58310
OG0017725	AL1G58320
OG0017724	AL1G58330
OG0017723	AL1G58340
OG0017722	AL1G58360
OG0017721	AL1G58370
OG0022358	AL1G58380
OG0001384	AL1G58390
OG0017720	AL1G58400
OG0021546	AL1G58420
OG0017719	AL1G58470
OG0001385	AL1G58480
OG0021544	AL1G58490
OG0017718	AL1G58510
OG0017717	AL1G58520
OG0017716	AL1G58530
OG0000055	AL1G58560
OG0003636	AL1G58570
OG0000031	AL1G58590
OG0000678	AL1G58600
OG0000200	AL1G58610
OG0017715	AL1G58620
OG0003424	AL1G58630
OG0003423	AL1G58640
OG0017714	AL1G58650
OG0017713	AL1G58660
OG0000055	AL1G58670
OG0017712	AL1G58680
OG0019897	AL1G58690
OG0017711	AL1G58720
OG0001715	AL1G58730
OG0020028	AL1G58740
OG0000728	AL1G58750
OG0020028	AL1G58760
OG0000728	AL1G58770
OG0000728	AL1G58780
OG0002307	AL1G58790
OG0002307	AL1G58820
OG0002098	AL1G58850
OG0000059	AL1G58860
OG0015977	AL1G58870
OG0015978	AL1G58880
OG0015979	AL1G58890
OG0015980	AL1G58900
OG0015981	AL1G58910
OG0015982	AL1G58920
OG0015983	AL1G58930
OG0015984	AL1G58950
OG0019112	AL1G58960
OG0015985	AL1G58970
OG0015986	AL1G58980
OG0015987	AL1G58990
OG0015988	AL1G59000
OG0015989	AL1G59010
OG0015990	AL1G59020
OG0003630	AL1G59040
OG0003630	AL1G59050
OG0003281	AL1G59090
OG0003281	AL1G59100
OG0015991	AL1G59110
OG0020034	AL1G59140
OG0015992	AL1G59150
OG0015993	AL1G59170
OG0015994	AL1G59180
OG0001916	AL1G59220
OG0015995	AL1G59230
OG0015996	AL1G59240
OG0015997	AL1G59250
OG0015998	AL1G59260
OG0015999	AL1G59270
OG0001823	AL1G59290
OG0000992	AL1G59310
OG0016000	AL1G59320
OG0021333	AL1G59330
OG0016001	AL1G59340
OG0016002	AL1G59350
OG0001663	AL1G59360
OG0021909	AL1G59370
OG0001663	AL1G59380
OG0001387	AL1G59390
OG0016003	AL1G59400
OG0016004	AL1G59410
OG0021334	AL1G59420
OG0002101	AL1G59430
OG0016005	AL1G59440
OG0016006	AL1G59450
OG0000388	AL1G59460
OG0016007	AL1G59480
OG0016008	AL1G59490
OG0016009	AL1G59510
OG0016010	AL1G59520
OG0016011	AL1G59530
OG0001389	AL1G59540
OG0016012	AL1G59550
OG0016013	AL1G59560
OG0016014	AL1G59570
OG0000703	AL1G59580
OG0016015	AL1G59590
OG0002102	AL1G59630
OG0016016	AL1G59640
OG0001390	AL1G59650
OG0016017	AL1G59660
OG0016018	AL1G59670
OG0016019	AL1G59680
OG0016020	AL1G59690
OG0000283	AL1G59720
OG0001664	AL1G59730
OG0000017	AL1G59740
OG0016021	AL1G59770
OG0001664	AL1G59780
OG0000203	AL1G59790
OG0016022	AL1G59800
OG0019755	AL1G59820
OG0000066	AL1G59850
OG0003066	AL1G59860
OG0000066	AL1G59870
OG0019056	AL1G59880
OG0019055	AL1G59900
OG0021442	AL1G59920
OG0019054	AL1G59940
OG0022528	AL1G59962
OG0019053	AL1G59964
OG0022490	AL1G59970
OG0019052	AL1G59980
OG0019051	AL1G59990
OG0019050	AL1G60000
OG0019049	AL1G60010
OG0003522	AL1G60020
OG0003522	AL1G60030
OG0019048	AL1G60040
OG0019047	AL1G60050
OG0019046	AL1G60060
OG0001750	AL1G60070
OG0001750	AL1G60080
OG0000090	AL1G60090
OG0021926	AL1G60110
OG0000158	AL1G60120
OG0000158	AL1G60130
OG0000158	AL1G60140
OG0000158	AL1G60150
OG0012585	AL1G60170
OG0000111	AL1G60210
OG0000673	AL1G60220
OG0012584	AL1G60230
OG0012583	AL1G60240
OG0012582	AL1G60250
OG0012581	AL1G60260
OG0000105	AL1G60290
OG0012580	AL1G60300
OG0020928	AL1G60310
OG0012579	AL1G60340
OG0021772	AL1G60360
OG0012578	AL1G60390
OG0012577	AL1G60410
OG0001221	AL1G60420
OG0012576	AL1G60430
OG0000138	AL1G60440
OG0012575	AL1G60450
OG0000362	AL1G60460
OG0012574	AL1G60470
OG0012573	AL1G60480
OG0012572	AL1G60490
OG0020927	AL1G60500
OG0012571	AL1G60510
OG0020926	AL1G60530
OG0012570	AL1G60550
OG0003074	AL1G60560
OG0012569	AL1G60570
OG0000315	AL1G60610
OG0003073	AL1G60620
OG0012568	AL1G60630
OG0002172	AL1G60640
OG0012567	AL1G60660
OG0012566	AL1G60670
OG0012565	AL1G60680
OG0002376	AL1G60700
OG0001502	AL1G60710
OG0022366	AL1G60730
OG0012563	AL1G60740
OG0012562	AL1G60760
OG0012561	AL1G60770
OG0022373	AL1G60780
OG0012560	AL1G60790
OG0012559	AL1G60800
OG0012558	AL1G60810
OG0012557	AL1G60820
OG0020925	AL1G60840
OG0001222	AL1G60850
OG0012556	AL1G60860
OG0012555	AL1G60870
OG0001223	AL1G60880
OG0012554	AL1G60900
OG0012553	AL1G60910
OG0012552	AL1G60920
OG0012551	AL1G60930
OG0012550	AL1G60940
OG0012549	AL1G60950
OG0012548	AL1G60960
OG0022497	AL1G60980
OG0001224	AL1G61010
OG0001974	AL1G61020
OG0021508	AL1G61030
OG0012547	AL1G61040
OG0001225	AL1G61050
OG0000260	AL1G61060
OG0012546	AL1G61070
OG0012545	AL1G61080
OG0012544	AL1G61090
OG0012543	AL1G61100
OG0000703	AL1G61110
OG0001501	AL1G61120
OG0012541	AL1G61130
OG0012540	AL1G61140
OG0012539	AL1G61170
OG0012538	AL1G61190
OG0012537	AL1G61210
OG0012536	AL1G61220
OG0000587	AL1G61230
OG0020921	AL1G61240
OG0012535	AL1G61250
OG0001226	AL1G61260
OG0000511	AL1G61270
OG0001975	AL1G61280
OG0012534	AL1G61300
OG0012533	AL1G61320
OG0012532	AL1G61330
OG0012531	AL1G61340
OG0012530	AL1G61350
OG0001499	AL1G61360
OG0001499	AL1G61370
OG0001227	AL1G61380
OG0001228	AL1G61390
OG0012529	AL1G61400
OG0012528	AL1G61410
OG0012527	AL1G61420
OG0012526	AL1G61430
OG0022423	AL1G61440
OG0012525	AL1G61450
OG0012524	AL1G61460
OG0012523	AL1G61470
OG0012522	AL1G61480
OG0003072	AL1G61490
OG0012521	AL1G61500
OG0012520	AL1G61520
OG0012519	AL1G61530
OG0012518	AL1G61540
OG0012517	AL1G61550
OG0012516	AL1G61580
OG0012515	AL1G61590
OG0012514	AL1G61600
OG0012513	AL1G61610
OG0012512	AL1G61630
OG0001229	AL1G61640
OG0020920	AL1G61660
OG0012511	AL1G61670
OG0012510	AL1G61680
OG0012509	AL1G61690
OG0012508	AL1G61700
OG0020022	AL1G61710
OG0001980	AL1G61720
OG0012507	AL1G61730
OG0000363	AL1G61740
OG0012505	AL1G61780
OG0016956	AL1G61800
OG0012504	AL1G61820
OG0022390	AL1G61830
OG0012503	AL1G61840
OG0002171	AL1G61850
OG0002171	AL1G61860
OG0012502	AL1G61870
OG0012501	AL1G61880
OG0022444	AL1G61890
OG0022472	AL1G61930
OG0003634	AL1G61940
OG0003634	AL1G61950
OG0000000	AL1G61970
OG0000001	AL1G61980
OG0022411	AL1G62020
OG0012500	AL1G62030
OG0012499	AL1G62040
OG0000312	AL1G62050
OG0012498	AL1G62060
OG0012497	AL1G62070
OG0012496	AL1G62080
OG0000133	AL1G62090
OG0002762	AL1G62100
OG0019681	AL1G62110
OG0000544	AL1G62130
OG0000544	AL1G62140
OG0019682	AL1G62150
OG0019683	AL1G62160
OG0019684	AL1G62170
OG0019685	AL1G62190
OG0001762	AL1G62230
OG0001762	AL1G62240
OG0019680	AL1G62250
OG0021876	AL1G62280
OG0021875	AL1G62290
OG0019679	AL1G62300
OG0014651	AL1G62310
OG0022523	AL1G62320
OG0001230	AL1G62330
OG0017424	AL1G62340
OG0017423	AL1G62350
OG0017421	AL1G62390
OG0001981	AL1G62400
OG0017420	AL1G62410
OG0017419	AL1G62420
OG0017418	AL1G62430
OG0002360	AL1G62440
OG0017417	AL1G62450
OG0017416	AL1G62460
OG0017415	AL1G62470
OG0017414	AL1G62510
OG0021501	AL1G62520
OG0021500	AL1G62530
OG0017413	AL1G62540
OG0017412	AL1G62550
OG0001232	AL1G62560
OG0017411	AL1G62570
OG0003402	AL1G62580
OG0003401	AL1G62590
OG0003400	AL1G62610
OG0017410	AL1G62620
OG0017409	AL1G62630
OG0017408	AL1G62640
OG0020032	AL1G62660
OG0001670	AL1G62670
OG0000432	AL1G62680
OG0017407	AL1G62690
OG0000339	AL1G62700
OG0003399	AL1G62710
OG0017406	AL1G62720
OG0017405	AL1G62730
OG0002359	AL1G62740
OG0017404	AL1G62750
OG0017403	AL1G62760
OG0017402	AL1G62770
OG0017401	AL1G62780
OG0017400	AL1G62790
OG0017399	AL1G62800
OG0017398	AL1G62810
OG0001235	AL1G62830
OG0017397	AL1G62840
OG0017396	AL1G62850
OG0003398	AL1G62860
OG0017395	AL1G62870
OG0017394	AL1G62880
OG0017393	AL1G62890
OG0017392	AL1G62900
OG0017391	AL1G62910
OG0001236	AL1G62920
OG0017390	AL1G62930
OG0017389	AL1G62940
OG0001238	AL1G62950
OG0017388	AL1G62970
OG0001681	AL1G62980
OG0003396	AL1G62990
OG0003398	AL1G63010
OG0000340	AL1G63030
OG0001239	AL1G63040
OG0000210	AL1G63050
OG0000020	AL1G63060
OG0017387	AL1G63070
OG0017386	AL1G63080
OG0002446	AL1G63100
OG0017385	AL1G63110
OG0017384	AL1G63120
OG0001240	AL1G63130
OG0017383	AL1G63140
OG0017382	AL1G63150
OG0017381	AL1G63160
OG0000582	AL1G63190
OG0001056	AL1G63200
OG0017380	AL1G63210
OG0017379	AL1G63220
OG0017378	AL1G63230
OG0017377	AL1G63240
OG0017376	AL1G63250
OG0017375	AL1G63260
OG0002415	AL1G63270
OG0002415	AL1G63280
OG0018692	AL1G63290
OG0018693	AL1G63300
OG0018694	AL1G63310
OG0018695	AL1G63320
OG0018696	AL1G63330
OG0022516	AL1G63340
OG0018697	AL1G63350
OG0018698	AL1G63360
OG0018699	AL1G63370
OG0018700	AL1G63390
OG0018701	AL1G63400
OG0001148	AL1G63410
OG0018702	AL1G63420
OG0018703	AL1G63430
OG0000563	AL1G63440
OG0018704	AL1G63450
OG0002416	AL1G63460
OG0018705	AL1G63490
OG0018706	AL1G63500
OG0000354	AL1G63510
OG0018707	AL1G63520
OG0001149	AL1G63530
OG0001150	AL1G63540
OG0018708	AL1G63550
OG0018709	AL1G63560
OG0018710	AL1G63570
OG0018711	AL1G63600
OG0001151	AL1G63610
OG0001152	AL1G63620
OG0018712	AL1G63630
OG0018713	AL1G63640
OG0017260	AL1G63660
OG0001153	AL1G63680
OG0017261	AL1G63690
OG0017262	AL1G63710
OG0017263	AL1G63720
OG0003386	AL1G63730
OG0017264	AL1G63740
OG0001154	AL1G63750
OG0017265	AL1G63760
OG0000355	AL1G63770
OG0000355	AL1G63780
OG0020032	AL1G63790
OG0017266	AL1G63800
OG0002356	AL1G63810
OG0020027	AL1G63820
OG0021479	AL1G63830
OG0001136	AL1G63840
OG0021480	AL1G63850
OG0017267	AL1G63870
OG0017268	AL1G63880
OG0021481	AL1G63890
OG0017269	AL1G63900
OG0017270	AL1G63910
OG0001084	AL1G63930
OG0017271	AL1G63940
OG0017272	AL1G63950
OG0017273	AL1G63960
OG0017274	AL1G63970
OG0003387	AL1G63980
OG0021483	AL1G63990
OG0017275	AL1G64000
OG0017277	AL1G64020
OG0017278	AL1G64030
OG0017279	AL1G64040
OG0003388	AL1G64050
OG0017280	AL1G64060
OG0022504	AL1G64070
OG0002356	AL1G64080
OG0022367	AL1G64090
OG0003390	AL1G64100
OG0003440	AL1G64120
OG0003440	AL1G64140
OG0003440	AL1G64170
OG0003389	AL1G64190
OG0002357	AL1G64200
OG0022360	AL1G64210
OG0022383	AL1G64230
OG0003390	AL1G64240
OG0017282	AL1G64250
OG0017283	AL1G64260
OG0017284	AL1G64270
OG0017285	AL1G64290
OG0017286	AL1G64300
OG0017287	AL1G64310
OG0001156	AL1G64320
OG0017288	AL1G64330
OG0017289	AL1G64350
OG0003391	AL1G64360
OG0003392	AL1G64370
OG0017290	AL1G64380
OG0000557	AL1G64390
OG0000557	AL1G64400
OG0000557	AL1G64410
OG0000557	AL1G64420
OG0017291	AL1G64430
OG0002357	AL1G64450
OG0022410	AL1G64460
OG0017292	AL1G64470
OG0017293	AL1G64480
OG0017294	AL1G64490
OG0001157	AL1G64500
OG0017295	AL1G64510
OG0021484	AL1G64520
OG0017296	AL1G64530
OG0001158	AL1G64540
OG0017297	AL1G64550
OG0001708	AL1G64560
OG0017298	AL1G64570
OG0017299	AL1G64580
OG0017300	AL1G64590
OG0017301	AL1G64600
OG0017302	AL1G64610
OG0013140	AL1G64620
OG0019366	AL1G64630
OG0019365	AL1G64640
OG0019364	AL1G64650
OG0003541	AL1G64660
OG0019363	AL1G64670
OG0019362	AL1G64680
OG0019859	AL1G64700
OG0021666	AL1G64720
OG0003569	AL1G64750
OG0021850	AL1G64810
OG0019604	AL1G64840
OG0022454	AL1G64850
OG0019605	AL1G64860
OG0019606	AL1G64870
OG0000433	AL1G64890
OG0019691	AL1G64900
OG0019690	AL1G64910
OG0019689	AL1G64920
OG0019688	AL1G64960
OG0019687	AL1G64970
OG0019686	AL1G64980
OG0019502	AL1G65000
OG0019501	AL1G65010
OG0019717	AL1G65040
OG0019716	AL1G65050
OG0002319	AL1G65060
OG0019715	AL1G65070
OG0019714	AL1G65080
OG0003581	AL1G65120
OG0019861	AL1G65130
OG0019367	AL1G65140
OG0021805	AL1G65150
OG0000000	AL1G65160
OG0000001	AL1G65170
OG0002437	AL1G65220
OG0019456	AL1G65240
OG0019455	AL1G65250
OG0021825	AL1G65270
OG0019453	AL1G65280
OG0019452	AL1G65290
OG0019451	AL1G65300
OG0019450	AL1G65310
OG0019449	AL1G65320
OG0002450	AL1G65330
OG0018484	AL1G65350
OG0020487	AL1G65360
OG0000282	AL1G65370
OG0018483	AL1G65400
OG0021672	AL1G65410
OG0018482	AL1G65420
OG0018481	AL1G65430
OG0003484	AL1G65440
OG0021237	AL1G65450
OG0018935	AL1G65470
OG0018934	AL1G65480
OG0018934	AL1G65490
OG0000758	AL1G65505
OG0000758	AL1G65520
OG0018933	AL1G65530
OG0018932	AL1G65540
OG0018931	AL1G65580
OG0018930	AL1G65590
OG0018929	AL1G65600
OG0018928	AL1G65610
OG0021690	AL1G65670
OG0021689	AL1G65680
OG0018556	AL1G65690
OG0018555	AL1G65720
OG0018554	AL1G65730
OG0018553	AL1G65760
OG0018552	AL1G65780
OG0000219	AL1G65810
OG0000219	AL1G65820
OG0003395	AL1G65870
OG0017355	AL1G65880
OG0017354	AL1G65890
OG0017353	AL1G65900
OG0017352	AL1G65910
OG0017351	AL1G65920
OG0017350	AL1G65930
OG0000125	AL1G65940
OG0000393	AL1G65950
OG0017349	AL1G65970
OG0017348	AL1G65980
OG0000973	AL1G65990
OG0003507	AL1G66010
OG0000708	AL1G66020
OG0017347	AL1G66030
OG0020021	AL1G66040
OG0000089	AL1G66060
OG0000582	AL1G66070
OG0020021	AL1G66080
OG0022433	AL1G66090
OG0017346	AL1G66100
OG0017345	AL1G66120
OG0017344	AL1G66130
OG0017343	AL1G66140
OG0002229	AL1G66150
OG0017342	AL1G66170
OG0000014	AL1G66190
OG0000082	AL1G66200
OG0020681	AL1G66220
OG0021494	AL1G66240
OG0017341	AL1G66250
OG0000046	AL1G66260
OG0000743	AL1G66270
OG0015410	AL1G66280
OG0020994	AL1G66300
OG0003580	AL1G66310
OG0000046	AL1G66330
OG0002193	AL1G66350
OG0013184	AL1G66400
OG0020018	AL1G66410
OG0020018	AL1G66420
OG0013183	AL1G66440
OG0013182	AL1G66450
OG0013181	AL1G66460
OG0013180	AL1G66470
OG0013179	AL1G66480
OG0001530	AL1G66490
OG0013178	AL1G66510
OG0001529	AL1G66560
OG0003561	AL1G66570
OG0019626	AL1G66580
OG0000427	AL1G66590
OG0003561	AL1G66610
OG0019625	AL1G66620
OG0019664	AL1G66630
OG0019665	AL1G66650
OG0022509	AL1G66660
OG0022479	AL1G66670
OG0022443	AL1G66690
OG0015722	AL1G67080
OG0018025	AL1G67090
OG0021586	AL1G67100
OG0000258	AL1G67110
OG0003588	AL1G67120
OG0018026	AL1G67130
OG0003445	AL1G67140
OG0021587	AL1G67150
OG0018027	AL1G67160
OG0018028	AL1G67180
OG0018029	AL1G67190
OG0018030	AL1G67200
OG0001724	AL1G67210
