OrthoGroup	Gene
OG0018857	AT2G26200
OG0019247	AT2G26210
OG0019362	AT2G26230
OG0019248	AT2G26240
OG0019249	AT2G26250
OG0019250	AT2G26260
OG0021784	AT2G26270
OG0019251	AT2G26280
OG0019252	AT2G26290
OG0003059	AT2G26300
OG0003060	AT2G26310
OG0022147	AT2G26320
OG0014407	AT2G26330
OG0014406	AT2G26340
OG0014405	AT2G26350
OG0014404	AT2G26360
OG0022159	AT2G26380
OG0000281	AT2G26390
OG0000710	AT2G26400
OG0022090	AT2G26410
OG0014403	AT2G26420
OG0014402	AT2G26430
OG0014401	AT2G26440
OG0014400	AT2G26450
OG0014399	AT2G26460
OG0014398	AT2G26470
OG0014397	AT2G26480
OG0014396	AT2G26490
OG0014395	AT2G26500
OG0014394	AT2G26510
OG0014393	AT2G26520
OG0014392	AT2G26530
OG0014391	AT2G26540
OG0014390	AT2G26550
OG0003198	AT2G26560
OG0014389	AT2G26570
OG0019694	AT2G26580
OG0019718	AT2G26590
OG0019007	AT2G26600
OG0019008	AT2G26610
OG0000093	AT2G26620
OG0019009	AT2G26640
OG0019010	AT2G26650
OG0019011	AT2G26660
OG0019012	AT2G26670
OG0019013	AT2G26680
OG0019447	AT2G26690
OG0019448	AT2G26695
OG0018781	AT2G26700
OG0018782	AT2G26710
OG0000484	AT2G26720
OG0018784	AT2G26730
OG0003502	AT2G26740
OG0003502	AT2G26750
OG0018785	AT2G26760
OG0018786	AT2G26770
OG0019386	AT2G26780
OG0019387	AT2G26790
OG0019388	AT2G26800
OG0019389	AT2G26810
OG0019390	AT2G26830
OG0019751	AT2G26840
OG0000975	AT2G26850
OG0019750	AT2G26860
OG0019749	AT2G26865
OG0019748	AT2G26870
OG0019348	AT2G26890
OG0022175	AT2G26900
OG0019347	AT2G26910
OG0019346	AT2G26920
OG0019345	AT2G26930
OG0019344	AT2G26940
OG0019343	AT2G26950
OG0019342	AT2G26960
OG0019341	AT2G26970
OG0001453	AT2G26975
OG0018005	AT2G26980
OG0018004	AT2G26990
OG0018003	AT2G27000
OG0018003	AT2G27010
OG0018002	AT2G27020
OG0000026	AT2G27030
OG0018001	AT2G27035
OG0018000	AT2G27040
OG0022114	AT2G27050
OG0017999	AT2G27060
OG0003088	AT2G27070
OG0017998	AT2G27080
OG0017997	AT2G27090
OG0017996	AT2G27100
OG0017995	AT2G27110
OG0002236	AT2G27120
OG0017994	AT2G27130
OG0017993	AT2G27140
OG0022135	AT2G27145
OG0017992	AT2G27150
OG0017991	AT2G27170
OG0003442	AT2G27180
OG0003441	AT2G27190
OG0018024	AT2G27200
OG0001587	AT2G27210
OG0018023	AT2G27220
OG0018022	AT2G27230
OG0018021	AT2G27240
OG0003444	AT2G27250
OG0018020	AT2G27260
OG0018019	AT2G27270
OG0018018	AT2G27280
OG0002383	AT2G27285
OG0018017	AT2G27290
OG0018016	AT2G27310
OG0000208	AT2G27315
OG0000571	AT2G27320
OG0003443	AT2G27330
OG0003126	AT2G27340
OG0018015	AT2G27350
OG0002132	AT2G27360
OG0018014	AT2G27370
OG0018013	AT2G27385
OG0018012	AT2G27389
OG0002784	AT2G27410
OG0018011	AT2G27420
OG0018010	AT2G27430
OG0018009	AT2G27450
OG0018008	AT2G27460
OG0018007	AT2G27470
OG0018006	AT2G27480
OG0003352	AT2G27490
OG0019819	AT2G27500
OG0019018	AT2G27505
OG0019017	AT2G27510
OG0019874	AT2G27520
OG0000514	AT2G27530
OG0003521	AT2G27535
OG0003520	AT2G27550
OG0003519	AT2G27580
OG0019016	AT2G27590
OG0019015	AT2G27600
OG0019014	AT2G27610
OG0000265	AT2G27630
OG0000265	AT2G27650
OG0019804	AT2G27660
OG0019803	AT2G27670
OG0000764	AT2G27680
OG0003574	AT2G27690
OG0018401	AT2G27700
OG0000235	AT2G27710
OG0000235	AT2G27720
OG0018400	AT2G27730
OG0018399	AT2G27740
OG0018398	AT2G27750
OG0018397	AT2G27760
OG0018396	AT2G27770
OG0003479	AT2G27775
OG0001740	AT2G27780
OG0018395	AT2G27790
OG0018394	AT2G27800
OG0018393	AT2G27810
OG0018392	AT2G27820
OG0018391	AT2G27830
OG0018390	AT2G27840
OG0002404	AT2G27860
OG0018389	AT2G27880
OG0003477	AT2G27900
OG0018388	AT2G27920
OG0018387	AT2G27930
OG0018386	AT2G27940
OG0018385	AT2G27950
OG0001739	AT2G27960
OG0001739	AT2G27970
OG0018384	AT2G27980
OG0018383	AT2G27990
OG0008012	AT2G28000
OG0000366	AT2G28010
OG0000366	AT2G28030
OG0000366	AT2G28040
OG0008011	AT2G28050
OG0008010	AT2G28060
OG0008009	AT2G28070
OG0008008	AT2G28080
OG0008007	AT2G28085
OG0008006	AT2G28090
OG0008005	AT2G28100
OG0008004	AT2G28105
OG0008003	AT2G28110
OG0008002	AT2G28120
OG0008001	AT2G28130
OG0008000	AT2G28140
OG0007999	AT2G28150
OG0007998	AT2G28160
OG0007997	AT2G28170
OG0007996	AT2G28180
OG0007995	AT2G28190
OG0007994	AT2G28200
OG0001247	AT2G28210
OG0002737	AT2G28230
OG0007993	AT2G28240
OG0007992	AT2G28250
OG0007991	AT2G28260
OG0020494	AT2G28270
OG0007990	AT2G28290
OG0000464	AT2G28305
OG0001246	AT2G28310
OG0007989	AT2G28315
OG0007988	AT2G28320
OG0007987	AT2G28330
OG0007986	AT2G28340
OG0007985	AT2G28350
OG0022155	AT2G28355
OG0007983	AT2G28360
OG0007982	AT2G28370
OG0007981	AT2G28380
OG0007980	AT2G28390
OG0007979	AT2G28400
OG0007978	AT2G28410
OG0007977	AT2G28420
OG0007976	AT2G28430
OG0007975	AT2G28440
OG0007974	AT2G28450
OG0001983	AT2G28460
OG0007973	AT2G28470
OG0007972	AT2G28480
OG0007971	AT2G28490
OG0007969	AT2G28500
OG0002735	AT2G28510
OG0007968	AT2G28520
OG0007967	AT2G28540
OG0007966	AT2G28550
OG0020488	AT2G28560
OG0007965	AT2G28570
OG0007964	AT2G28580
OG0007963	AT2G28590
OG0007962	AT2G28600
OG0007961	AT2G28605
OG0022179	AT2G28610
OG0007960	AT2G28620
OG0007959	AT2G28625
OG0007958	AT2G28630
OG0007957	AT2G28640
OG0002733	AT2G28650
OG0007956	AT2G28660
OG0000942	AT2G28680
OG0007955	AT2G28690
OG0020486	AT2G28700
OG0007953	AT2G28710
OG0000022	AT2G28720
OG0022142	AT2G28725
OG0000033	AT2G28740
OG0000365	AT2G28760
OG0007952	AT2G28780
OG0007951	AT2G28790
OG0007950	AT2G28800
OG0007949	AT2G28810
OG0007948	AT2G28830
OG0007947	AT2G28840
OG0000247	AT2G28850
OG0000247	AT2G28860
OG0007946	AT2G28870
OG0007945	AT2G28880
OG0007944	AT2G28890
OG0007943	AT2G28900
OG0007942	AT2G28910
OG0007941	AT2G28920
OG0000939	AT2G28930
OG0007940	AT2G28940
OG0000074	AT2G28950
OG0001245	AT2G28960
OG0022112	AT2G28970
OG0000066	AT2G28990
OG0000066	AT2G29000
OG0001244	AT2G29020
OG0002731	AT2G29040
OG0001047	AT2G29045
OG0007939	AT2G29050
OG0007938	AT2G29060
OG0007937	AT2G29065
OG0007936	AT2G29070
OG0000938	AT2G29080
OG0007935	AT2G29090
OG0020483	AT2G29100
OG0000634	AT2G29110
OG0000634	AT2G29120
OG0022111	AT2G29125
OG0007934	AT2G29130
OG0000485	AT2G29140
OG0000077	AT2G29150
OG0002730	AT2G29180
OG0000485	AT2G29190
OG0000485	AT2G29200
OG0007933	AT2G29210
OG0000261	AT2G29220
OG0000261	AT2G29250
OG0000077	AT2G29260
OG0000077	AT2G29290
OG0000034	AT2G29300
OG0000034	AT2G29310
OG0000034	AT2G29320
OG0000034	AT2G29330
OG0000034	AT2G29340
OG0000077	AT2G29350
OG0000077	AT2G29360
OG0000077	AT2G29370
OG0007932	AT2G29380
OG0000936	AT2G29390
OG0000160	AT2G29400
OG0002727	AT2G29410
OG0001982	AT2G29420
OG0019987	AT2G29430
OG0000633	AT2G29440
OG0000633	AT2G29450
OG0000632	AT2G29460
OG0007931	AT2G29470
OG0000632	AT2G29480
OG0000632	AT2G29490
OG0000591	AT2G29500
OG0007930	AT2G29510
OG0007929	AT2G29525
OG0007928	AT2G29530
OG0007927	AT2G29540
OG0000039	AT2G29550
OG0007926	AT2G29560
OG0000935	AT2G29570
OG0000934	AT2G29580
OG0007925	AT2G29590
OG0000483	AT2G29600
OG0000556	AT2G29605
OG0007924	AT2G29620
OG0007923	AT2G29630
OG0007922	AT2G29640
OG0007921	AT2G29650
OG0007920	AT2G29660
OG0007919	AT2G29670
OG0007918	AT2G29680
OG0007916	AT2G29690
OG0007915	AT2G29700
OG0000631	AT2G29710
OG0001879	AT2G29720
OG0000631	AT2G29730
OG0001243	AT2G29740
OG0001243	AT2G29750
OG0007914	AT2G29760
OG0007913	AT2G29770
OG0007912	AT2G29780
OG0000483	AT2G29800
OG0002345	AT2G29810
OG0001242	AT2G29820
OG0001242	AT2G29830
OG0003025	AT2G29840
OG0000556	AT2G29850
OG0013316	AT2G29880
OG0007911	AT2G29890
OG0019661	AT2G29900
OG0021459	AT2G29930
OG0017139	AT2G29940
OG0017138	AT2G29950
OG0001556	AT2G29960
OG0017137	AT2G29970
OG0017136	AT2G29980
OG0000933	AT2G29990
OG0002352	AT2G29995
OG0000932	AT2G30000
OG0017135	AT2G30010
OG0021457	AT2G30020
OG0022167	AT2G30032
OG0017134	AT2G30040
OG0000946	AT2G30050
OG0001555	AT2G30060
OG0017133	AT2G30070
OG0017132	AT2G30080
OG0017131	AT2G30090
OG0003379	AT2G30100
OG0017130	AT2G30105
OG0017129	AT2G30110
OG0003378	AT2G30120
OG0017127	AT2G30130
OG0002463	AT2G30140
OG0002463	AT2G30150
OG0017126	AT2G30160
OG0017125	AT2G30170
OG0017124	AT2G30200
OG0017123	AT2G30210
OG0000555	AT2G30220
OG0017122	AT2G30230
OG0003377	AT2G30240
OG0017121	AT2G30250
OG0001842	AT2G30260
OG0017120	AT2G30270
OG0017119	AT2G30280
OG0017118	AT2G30290
OG0017117	AT2G30300
OG0000555	AT2G30310
OG0017116	AT2G30320
OG0017115	AT2G30330
OG0017114	AT2G30340
OG0017113	AT2G30350
OG0017112	AT2G30360
OG0021456	AT2G30370
OG0017111	AT2G30380
OG0017110	AT2G30390
OG0017109	AT2G30395
OG0003376	AT2G30400
OG0003375	AT2G30410
OG0019985	AT2G30420
OG0001704	AT2G30424
OG0001704	AT2G30432
OG0017108	AT2G30440
OG0001841	AT2G30460
OG0017107	AT2G30470
OG0017106	AT2G30480
OG0017105	AT2G30490
OG0019480	AT2G30500
OG0019479	AT2G30505
OG0019478	AT2G30520
OG0019477	AT2G30530
OG0000127	AT2G30540
OG0019476	AT2G30550
OG0019475	AT2G30570
OG0019474	AT2G30575
OG0019473	AT2G30580
OG0019472	AT2G30590
OG0019471	AT2G30600
OG0001928	AT2G30615
OG0019470	AT2G30620
OG0000930	AT2G30630
OG0000205	AT2G30650
OG0000205	AT2G30660
OG0000034	AT2G30670
OG0002455	AT2G30680
OG0002455	AT2G30690
OG0019677	AT2G30695
OG0019676	AT2G30700
OG0019675	AT2G30710
OG0019674	AT2G30720
OG0000453	AT2G30740
OG0000750	AT2G30750
OG0017764	AT2G30766
OG0000750	AT2G30770
OG0003426	AT2G30780
OG0017765	AT2G30800
OG0022153	AT2G30810
OG0017766	AT2G30820
OG0021554	AT2G30830
OG0017767	AT2G30840
OG0001719	AT2G30860
OG0001719	AT2G30870
OG0017768	AT2G30880
OG0017769	AT2G30890
OG0017770	AT2G30900
OG0002462	AT2G30910
OG0019891	AT2G30920
OG0017771	AT2G30930
OG0017772	AT2G30933
OG0017773	AT2G30940
OG0001838	AT2G30942
OG0000929	AT2G30950
OG0017774	AT2G30960
OG0017775	AT2G30970
OG0000325	AT2G30980
OG0017776	AT2G30990
OG0003380	AT2G31010
OG0002372	AT2G31020
OG0002372	AT2G31030
OG0003428	AT2G31035
OG0003429	AT2G31040
OG0000484	AT2G31050
OG0017777	AT2G31060
OG0017778	AT2G31070
OG0000926	AT2G31081
OG0003430	AT2G31082
OG0003431	AT2G31085
OG0001720	AT2G31090
OG0017779	AT2G31100
OG0022150	AT2G31110
OG0017780	AT2G31130
OG0000925	AT2G31140
OG0003432	AT2G31160
OG0017782	AT2G31170
OG0017783	AT2G31180
OG0017784	AT2G31190
OG0017785	AT2G31200
OG0017786	AT2G31210
OG0017787	AT2G31215
OG0022120	AT2G31218
OG0017788	AT2G31220
OG0008448	AT2G31230
OG0008449	AT2G31240
OG0008450	AT2G31250
OG0008451	AT2G31260
OG0008452	AT2G31270
OG0008453	AT2G31280
OG0008454	AT2G31290
OG0002462	AT2G31300
OG0002519	AT2G31305
OG0008455	AT2G31310
OG0008456	AT2G31320
OG0008457	AT2G31335
OG0008458	AT2G31340
OG0008459	AT2G31345
OG0000924	AT2G31350
OG0022094	AT2G31360
OG0008460	AT2G31370
OG0008461	AT2G31380
OG0000196	AT2G31390
OG0008462	AT2G31400
OG0008463	AT2G31410
OG0008464	AT2G31420
OG0002007	AT2G31425
OG0008465	AT2G31430
OG0002007	AT2G31432
OG0008466	AT2G31440
OG0008467	AT2G31450
OG0001287	AT2G31470
OG0008468	AT2G31480
OG0008469	AT2G31490
OG0008470	AT2G31500
OG0008471	AT2G31510
OG0008472	AT2G31530
OG0000372	AT2G31540
OG0002774	AT2G31560
OG0002775	AT2G31570
OG0001868	AT2G31580
OG0002106	AT2G31600
OG0000373	AT2G31610
OG0000511	AT2G31620
OG0008473	AT2G31650
OG0008474	AT2G31660
OG0008475	AT2G31670
OG0000488	AT2G31680
OG0008476	AT2G31690
OG0002008	AT2G31710
OG0002009	AT2G31720
OG0000324	AT2G31725
OG0000922	AT2G31730
OG0008477	AT2G31740
OG0008478	AT2G31750
OG0001288	AT2G31760
OG0001288	AT2G31770
OG0001288	AT2G31780
OG0008479	AT2G31790
OG0008480	AT2G31800
OG0008481	AT2G31810
OG0008482	AT2G31820
OG0008483	AT2G31830
OG0008484	AT2G31840
OG0022134	AT2G31850
OG0008485	AT2G31865
OG0008486	AT2G31870
OG0008487	AT2G31880
OG0008488	AT2G31890
OG0008489	AT2G31900
OG0008490	AT2G31910
OG0008491	AT2G31920
OG0002776	AT2G31930
OG0002777	AT2G31940
OG0000931	AT2G31945
OG0000638	AT2G31953
OG0008492	AT2G31955
OG0000638	AT2G31957
OG0000920	AT2G31960
OG0008493	AT2G31970
OG0002778	AT2G31980
OG0002562	AT2G31985
OG0022103	AT2G31990
OG0008494	AT2G32000
OG0008497	AT2G32010
OG0008498	AT2G32020
OG0008499	AT2G32030
OG0008500	AT2G32040
OG0008501	AT2G32050
OG0000585	AT2G32060
OG0000879	AT2G32070
OG0002781	AT2G32080
OG0008502	AT2G32090
OG0002782	AT2G32100
OG0002783	AT2G32120
OG0001309	AT2G32140
OG0008503	AT2G32150
OG0008504	AT2G32170
OG0002586	AT2G32180
OG0000132	AT2G32190
OG0000132	AT2G32200
OG0000132	AT2G32210
OG0000489	AT2G32220
OG0008505	AT2G32230
OG0008506	AT2G32235
OG0008507	AT2G32240
OG0008508	AT2G32250
OG0008509	AT2G32260
OG0002010	AT2G32270
OG0002780	AT2G32275
OG0008496	AT2G32280
OG0008495	AT2G32290
OG0005623	AT2G32295
OG0005624	AT2G32300
OG0022118	AT2G32310
OG0001868	AT2G32320
OG0002584	AT2G32340
OG0005625	AT2G32350
OG0002585	AT2G32360
OG0020255	AT2G32370
OG0019988	AT2G32380
OG0005626	AT2G32400
OG0000974	AT2G32410
OG0005627	AT2G32415
OG0000917	AT2G32430
OG0005628	AT2G32440
OG0000916	AT2G32450
OG0005629	AT2G32460
OG0000915	AT2G32480
OG0005630	AT2G32500
OG0005631	AT2G32510
OG0005632	AT2G32520
OG0000128	AT2G32530
OG0000128	AT2G32540
OG0005633	AT2G32550
OG0000975	AT2G32560
OG0000914	AT2G32580
OG0005634	AT2G32590
OG0005635	AT2G32600
OG0000128	AT2G32610
OG0000128	AT2G32620
OG0005636	AT2G32630
OG0005637	AT2G32640
OG0002784	AT2G32645
OG0002586	AT2G32650
OG0000245	AT2G32660
OG0000126	AT2G32670
OG0000102	AT2G32680
OG0005638	AT2G32690
OG0005639	AT2G32700
OG0005640	AT2G32710
OG0005641	AT2G32720
OG0000452	AT2G32730
OG0005642	AT2G32740
OG0005643	AT2G32750
OG0005644	AT2G32760
OG0005645	AT2G32765
OG0005646	AT2G32770
OG0005647	AT2G32780
OG0022180	AT2G32785
OG0022182	AT2G32788
OG0022116	AT2G32790
OG0005648	AT2G32800
OG0005649	AT2G32810
OG0005650	AT2G32820
OG0020259	AT2G32830
OG0019989	AT2G32835
OG0005651	AT2G32840
OG0005652	AT2G32850
OG0005653	AT2G32860
OG0000976	AT2G32870
OG0000976	AT2G32880
OG0003614	AT2G32885
OG0005654	AT2G32890
OG0005655	AT2G32900
OG0005656	AT2G32905
OG0005657	AT2G32910
OG0005658	AT2G32920
OG0005659	AT2G32930
OG0005660	AT2G32940
OG0005661	AT2G32950
OG0005662	AT2G32960
OG0005663	AT2G32970
OG0001870	AT2G32980
OG0005664	AT2G32990
OG0002589	AT2G33000
OG0005665	AT2G33010
OG0000102	AT2G33020
OG0019991	AT2G33030
OG0005666	AT2G33040
OG0000245	AT2G33050
OG0000245	AT2G33060
OG0000198	AT2G33070
OG0005667	AT2G33090
OG0005668	AT2G33100
OG0000126	AT2G33120
OG0005669	AT2G33130
OG0000913	AT2G33150
OG0005670	AT2G33160
OG0005671	AT2G33170
OG0000424	AT2G33175
OG0002590	AT2G33180
OG0005672	AT2G33190
OG0005673	AT2G33200
OG0005674	AT2G33205
OG0000977	AT2G33210
OG0000912	AT2G33220
OG0000911	AT2G33230
OG0003611	AT2G33233
OG0000910	AT2G33240
OG0022075	AT2G33250
OG0005675	AT2G33255
OG0005676	AT2G33260
OG0005677	AT2G33270
OG0005678	AT2G33280
OG0005679	AT2G33290
OG0005680	AT2G33310
OG0005681	AT2G33320
OG0005682	AT2G33330
OG0000909	AT2G33340
OG0005683	AT2G33350
OG0005684	AT2G33360
OG0000322	AT2G33370
OG0005685	AT2G33380
OG0005686	AT2G33385
OG0005687	AT2G33390
OG0005688	AT2G33400
OG0019871	AT2G33410
OG0019872	AT2G33420
OG0019873	AT2G33430
OG0002591	AT2G33435
OG0002592	AT2G33450
OG0005689	AT2G33460
OG0005690	AT2G33470
OG0005691	AT2G33480
OG0005692	AT2G33490
OG0005693	AT2G33500
OG0005694	AT2G33510
OG0022082	AT2G33520
OG0000979	AT2G33530
OG0005695	AT2G33540
OG0005696	AT2G33550
OG0005697	AT2G33560
OG0005698	AT2G33570
OG0005699	AT2G33580
OG0005700	AT2G33585
OG0002593	AT2G33590
OG0002593	AT2G33600
OG0005701	AT2G33610
OG0005702	AT2G33620
OG0005703	AT2G33630
OG0005704	AT2G33640
OG0001872	AT2G33655
OG0002380	AT2G33670
OG0005705	AT2G33680
OG0005706	AT2G33690
OG0005707	AT2G33700
OG0005710	AT2G33710
OG0005709	AT2G33720
OG0005708	AT2G33730
OG0005711	AT2G33735
OG0005712	AT2G33740
OG0005713	AT2G33750
OG0005714	AT2G33760
OG0005715	AT2G33770
OG0005716	AT2G33775
OG0005717	AT2G33780
OG0005718	AT2G33790
OG0005719	AT2G33793
OG0005720	AT2G33800
OG0005721	AT2G33810
OG0005722	AT2G33820
OG0005723	AT2G33830
OG0005724	AT2G33835
OG0005725	AT2G33840
OG0005726	AT2G33845
OG0000980	AT2G33847
OG0005727	AT2G33850
OG0005728	AT2G33855
OG0005729	AT2G33860
OG0000103	AT2G33870
OG0005730	AT2G33880
OG0022166	AT2G33980
OG0005731	AT2G33990
OG0005732	AT2G34000
OG0005733	AT2G34010
OG0001873	AT2G34020
OG0001873	AT2G34030
OG0005734	AT2G34040
OG0005735	AT2G34050
OG0020605	AT2G34060
OG0022080	AT2G34080
OG0005736	AT2G34090
OG0022172	AT2G34100
OG0005737	AT2G34140
OG0005738	AT2G34150
OG0000981	AT2G34160
OG0005739	AT2G34170
OG0005740	AT2G34180
OG0005741	AT2G34190
OG0005742	AT2G34200
OG0005743	AT2G34210
OG0002594	AT2G34220
OG0005744	AT2G34230
OG0002594	AT2G34240
OG0000598	AT2G34250
OG0005745	AT2G34260
OG0005746	AT2G34270
OG0002595	AT2G34280
OG0003118	AT2G34290
OG0000982	AT2G34300
OG0005747	AT2G34310
OG0022095	AT2G34315
OG0001279	AT2G34320
OG0005748	AT2G34330
OG0005749	AT2G34340
OG0005750	AT2G34350
OG0005751	AT2G34355
OG0005752	AT2G34357
OG0002020	AT2G34360
OG0022149	AT2G34370
OG0022144	AT2G34380
OG0021946	AT2G34390
OG0005753	AT2G34400
OG0000983	AT2G34410
OG0000072	AT2G34420
OG0000072	AT2G34430
OG0005754	AT2G34440
OG0005755	AT2G34450
OG0005756	AT2G34460
OG0005757	AT2G34470
OG0000246	AT2G34480
OG0000247	AT2G34490
OG0000247	AT2G34500
OG0000984	AT2G34510
OG0022091	AT2G34520
OG0005758	AT2G34530
OG0005759	AT2G34540
OG0022140	AT2G34555
OG0005760	AT2G34560
OG0005761	AT2G34570
OG0005762	AT2G34580
OG0005763	AT2G34585
OG0001875	AT2G34590
OG0002596	AT2G34600
OG0002597	AT2G34610
OG0002598	AT2G34620
OG0005764	AT2G34630
OG0005765	AT2G34640
OG0005766	AT2G34650
OG0000985	AT2G34660
OG0005767	AT2G34670
OG0005768	AT2G34680
OG0005769	AT2G34690
OG0005770	AT2G34700
OG0000986	AT2G34710
OG0019997	AT2G34720
OG0022156	AT2G34730
OG0022122	AT2G34740
OG0022106	AT2G34750
OG0022086	AT2G34770
OG0022107	AT2G34780
OG0022169	AT2G34790
OG0005771	AT2G34810
OG0005772	AT2G34820
OG0003614	AT2G34825
OG0005773	AT2G34830
OG0003206	AT2G34840
OG0005774	AT2G34860
OG0005775	AT2G34870
OG0005776	AT2G34880
OG0005777	AT2G34890
OG0005778	AT2G34900
OG0005779	AT2G34910
OG0005780	AT2G34920
OG0022105	AT2G34925
OG0005781	AT2G34930
OG0005782	AT2G34940
OG0005783	AT2G34960
OG0001876	AT2G34970
OG0005784	AT2G34980
OG0022084	AT2G34990
OG0005785	AT2G35000
OG0005786	AT2G35010
OG0000987	AT2G35020
OG0005787	AT2G35030
OG0005788	AT2G35035
OG0005789	AT2G35040
OG0005790	AT2G35050
OG0001877	AT2G35060
OG0005791	AT2G35070
OG0000564	AT2G35080
OG0005791	AT2G35090
OG0005792	AT2G35100
OG0005793	AT2G35110
OG0005794	AT2G35120
OG0005795	AT2G35130
OG0005796	AT2G35140
OG0005797	AT2G35150
OG0005798	AT2G35155
OG0005799	AT2G35160
OG0005800	AT2G35170
OG0005801	AT2G35190
OG0005802	AT2G35200
OG0005803	AT2G35210
OG0005804	AT2G35215
OG0005805	AT2G35230
OG0000600	AT2G35240
OG0000571	AT2G35250
OG0002599	AT2G35260
OG0005806	AT2G35270
OG0003626	AT2G35280
OG0005807	AT2G35290
OG0005808	AT2G35300
OG0023043	AT2G35310
OG0002600	AT2G35320
OG0005809	AT2G35330
OG0000458	AT2G35340
OG0021957	AT2G35345
OG0005810	AT2G35350
OG0005811	AT2G35360
OG0000988	AT2G35370
OG0005812	AT2G35380
OG0000989	AT2G35390
OG0005813	AT2G35410
OG0005814	AT2G35420
OG0005815	AT2G35430
OG0019921	AT2G35450
OG0019922	AT2G35460
OG0005817	AT2G35470
OG0005818	AT2G35480
OG0005819	AT2G35490
OG0005820	AT2G35500
OG0005821	AT2G35510
OG0000990	AT2G35520
OG0005822	AT2G35530
OG0005823	AT2G35540
OG0005824	AT2G35550
OG0020265	AT2G35580
OG0005826	AT2G35585
OG0001878	AT2G35600
OG0005827	AT2G35605
OG0005828	AT2G35610
OG0005829	AT2G35612
OG0005830	AT2G35615
OG0005831	AT2G35620
OG0005832	AT2G35630
OG0000332	AT2G35635
OG0022164	AT2G35640
OG0005833	AT2G35650
OG0005834	AT2G35658
OG0001879	AT2G35660
OG0020266	AT2G35670
OG0005835	AT2G35680
OG0000991	AT2G35690
OG0019953	AT2G35700
OG0005836	AT2G35710
OG0005837	AT2G35720
OG0005838	AT2G35730
OG0000460	AT2G35736
OG0005839	AT2G35740
OG0005840	AT2G35760
OG0005841	AT2G35765
OG0005842	AT2G35770
OG0005843	AT2G35780
OG0005844	AT2G35790
OG0001881	AT2G35795
OG0005845	AT2G35800
OG0000601	AT2G35810
OG0000601	AT2G35820
OG0000601	AT2G35830
OG0000992	AT2G35840
OG0005846	AT2G35850
OG0000602	AT2G35860
OG0005847	AT2G35880
OG0005848	AT2G35890
OG0005849	AT2G35900
OG0005850	AT2G35910
OG0005851	AT2G35920
OG0005852	AT2G35930
OG0005853	AT2G35940
OG0005854	AT2G35950
OG0000461	AT2G35960
OG0000461	AT2G35970
OG0005855	AT2G35980
OG0022087	AT2G35990
OG0002601	AT2G36000
OG0005856	AT2G36010
OG0005857	AT2G36020
OG0002602	AT2G36026
OG0005858	AT2G36050
OG0000993	AT2G36060
OG0000994	AT2G36070
OG0005859	AT2G36080
OG0005860	AT2G36090
OG0005861	AT2G36100
OG0001869	AT2G36110
OG0005862	AT2G36120
OG0005863	AT2G36130
OG0005864	AT2G36145
OG0000333	AT2G36160
OG0001882	AT2G36170
OG0000770	AT2G36180
OG0005865	AT2G36190
OG0005866	AT2G36200
OG0005867	AT2G36210
OG0005868	AT2G36220
OG0005869	AT2G36230
OG0005870	AT2G36240
OG0005871	AT2G36250
OG0022181	AT2G36255
OG0005872	AT2G36270
OG0005873	AT2G36290
OG0005874	AT2G36295
OG0000995	AT2G36300
OG0005875	AT2G36305
OG0005876	AT2G36310
OG0000462	AT2G36320
OG0005877	AT2G36325
OG0022092	AT2G36330
OG0005878	AT2G36340
OG0005879	AT2G36350
OG0005880	AT2G36355
OG0005881	AT2G36360
OG0005882	AT2G36370
OG0000996	AT2G36380
OG0005883	AT2G36390
OG0005884	AT2G36400
OG0000997	AT2G36410
OG0005885	AT2G36420
OG0005886	AT2G36430
OG0022168	AT2G36440
OG0005887	AT2G36450
OG0000334	AT2G36460
OG0005888	AT2G36470
OG0005889	AT2G36480
OG0005890	AT2G36490
OG0005891	AT2G36500
OG0001884	AT2G36530
OG0001885	AT2G36540
OG0001885	AT2G36550
OG0019948	AT2G36560
OG0005892	AT2G36570
OG0000998	AT2G36580
OG0000463	AT2G36590
OG0005893	AT2G36610
OG0001886	AT2G36620
OG0005894	AT2G36630
OG0005895	AT2G36640
OG0005896	AT2G36650
OG0005897	AT2G36660
OG0005898	AT2G36670
OG0000999	AT2G36680
OG0005899	AT2G36690
OG0019993	AT2G36695
OG0005900	AT2G36710
OG0020270	AT2G36720
OG0005901	AT2G36724
OG0005902	AT2G36730
OG0005903	AT2G36740
OG0000154	AT2G36750
OG0000154	AT2G36760
OG0000154	AT2G36770
OG0000154	AT2G36780
OG0000154	AT2G36790
OG0000154	AT2G36800
OG0005904	AT2G36810
OG0001000	AT2G36830
OG0005905	AT2G36835
OG0005906	AT2G36840
OG0005907	AT2G36850
OG0005908	AT2G36870
OG0000148	AT2G36880
OG0005909	AT2G36885
OG0005910	AT2G36890
OG0005911	AT2G36895
OG0001001	AT2G36900
OG0005912	AT2G36910
OG0001888	AT2G36920
OG0005913	AT2G36930
OG0005914	AT2G36950
OG0005915	AT2G36960
OG0022109	AT2G36970
OG0005916	AT2G36980
OG0022158	AT2G36985
OG0005917	AT2G36990
OG0022085	AT2G37000
OG0005918	AT2G37010
OG0005919	AT2G37020
OG0020274	AT2G37025
OG0005922	AT2G37030
OG0005923	AT2G37035
OG0001003	AT2G37040
OG0005924	AT2G37050
OG0001004	AT2G37060
OG0005925	AT2G37070
